row ID,Usage,cleaned_message,date,post_id,channel_name,msg_id
397,Public,"⚡️ Самоходная артиллерийская установка противника ликвидирована Воины ВДВ продолжают эффективно уничтожать артиллерийские системы противника при помощи модернизированного барражирующего боеприпаса ""Ланцет"" 👊💀 #боеваяработа Подписывайтесь и будьте в курсе работы ВДВ 🇷🇺",2023-10-26 16:17:03+00:00,russian_airborne/2356,russian_airborne,2356
398,Public,"Ракетный удар корректируемым боеприпасом РСЗО ""Торнадо-С"" по складу боеприпасов ВСУ в Херсоне. После удара виден сильный пожар на месте прилета. Видео: @The_Wrong_Side Военный Осведомитель",2023-12-06 09:30:34+00:00,milinfolive/112070,milinfolive,112070
399,Public,"Скучали за образованными рузгими, с ТРЕМЯ высшими образованиями!!! Юрист, лейтенант, слесарь-проктолог, мастер на все руки и по совместительству оккупант?! Так вот, своей политикой они интересуются чуть хуже чем нашей... Смотрите скоро на основном канале: www.youtube.com/@VolodymyrZolkin",2023-12-10 11:25:35+00:00,volodymyrzolkin/12771,volodymyrzolkin,12771
400,Public,"ВС РФ нанесли групповой удар высокоточным оружием по местам производства боеприпасов для украинских РСЗО «Ольха», «Град» и оперативно-тактических ракет «Гром» Поражены склад боеприпасов 120-й бригады теробороны в районе города Волчанск Харьковской области, военная инфраструктура на аэродроме Кульбакино Николаевской области, а также живая сила и военная техника ВСУ в 118-ти районах. /Минобороны РФ/ #СВО @new_militarycolumnist",2023-12-09 11:28:46+00:00,new_militarycolumnist/123728,new_militarycolumnist,123728
401,Public,#на_лбс 🇷🇺 Военнослужащие спецназа МО РФ на Купянском направлении фото: @rosich_ru @stepnoy_veter,2024-02-12 17:13:01+00:00,stepnoy_veter/5762,stepnoy_veter,5762
402,Public,"Очевидцы сообщают о мощных звуках взрывов в Севастополе. Предварительно, работает система ПВО. Местные жители рассказали SHOT, что слышали минимум два взрыва. Официальных комментариев пока нет. UPD: над морем сбита ракета, повреждений инфраструктуры не зафиксировано, сообщил губернатор Севастополя. 🎯 Подписывайся на SHOT",2024-01-02 21:37:24+00:00,shot_shot/61071,shot_shot,61071
403,Public,"🪖 Появление M1 Abrams. Поражение на поле боя. Взгляд с нашей стороны. ИСТОРИЯ. С момента введения данного танка в ВСУ мы могли наблюдать «страшный пиар». Множество фотографий в соцсетях, на которых он где-то ездит, где-то стреляет. Да, действительно, Abrams входит в тройку самых тяжёлых танков, на первом месте стоит Меркава Mk.4M. После того как этот танк стали поставлять в ВСУ, все гадали, на каком направлении он может выскочить. На тот момент самым жарким было — Запорожское, где в огромном количестве противник потерял иностранную технику (M2 «Брэдли», Leopard 2, Challenger 2). Прошло полгода. Снова начали появляться видео уже с непосредственной работой танка по позициям ВС РФ с закрытой огневой позиции. Спустя неделю, он был обнаружен разведчиками «ZALA» на Авдеевском направлении, где вскоре и был уничтожен, сначала поставили на гуслю расчетом ПТРК и с РПГ, а далее добили с FPV. ЦЕЛЬ. Противник из состава 47-й ОМБр «Магура» решил использовать данную технику для устрашения войск ВС РФ, Но это война, и здесь нет неуязвимой техники, что и доказали наши парни на примере знаменитого танка. Мы допускаем, что у противника старая версия танка без «урановой брони». Иначе с ним бы пришлось повозиться подольше. Данная машинка является тяжёлой и медленной из-за своих габаритов. В песке он показывал себя хорошо, но сегодня другие условия, другие правила ведения боя. Здесь тебя уничтожат дроном за 50.000 рублей, не посмотрев, из чего сделана техника и откуда привезена, а тем более в такие габариты как у Abrams нашим операторам FPV будет сложно промазать. КАК M1 Abrams ПОЯВИЛСЯ НА ПОЛЕ БОЯ? Запасы бронетанковой техники на складах ВСУ нищают с каждым днём. Постсоветские модернизированные Т-72 практически уничтожены, а глубоко модернизированные Т-64 не способны конкурировать с современным оружием во время боёв. ИТОГ. Сделав ставку на американскую технику, противник вновь просчитался, современная война диктует новые правила. Если так и дальше пойдет, то скоро они кончатся. Архангел Спецназа. Подписаться.",2024-03-03 20:30:09+00:00,GorInformburo/34435,GorInformburo,34435
404,Public,"🇺🇸🇾🇪 Пентагон: ""США нанесли удары по беспилотным кораблям и ракетам в районе Красного моря"" Подписаться на канал",2024-02-10 13:43:09+00:00,warhistoryalconafter/146604,warhistoryalconafter,146604
405,Public,"Фейк: Украинская ПВО успешно сбивает российские гиперзвуковые ракеты «Кинжал», поэтому ВС РФ разочаровались в этом типе ракет, сообщают украинские медиа. Правда: Несмотря на публикации о том, что украинская ПВО умеет сбивать российские гиперзвуковые ракеты, официальные лица на Западе, включая Джо Байдена, и СМИ признавали: это не под силу даже иностранным образцам вооружения. В том числе, ЗРК Patriot, на который возлагались большие надежды. Тем не менее, фейки о сбитых «Кинжалах» продолжают появляться в украинской прессе и, иногда, в западной. Предоставить убедительных доказательств ЦИПсО по понятным причинам не может, поэтому в ход идет демонстрация разных обломков. Например, корпуса авиабомбы или даже водопроводной трубы. Такой бездоказательный пиар, в который не верят даже производители Patriot, связан с тем, что ВСУ критически зависят от зарубежных поставок. Поэтому команда Владимира Зеленского готова обманывать собственный народ и западную публику, лишь бы выпросить очередную партию ПВО. С каждым разом делать это становится все труднее, ведь производство подобных систем – дело даже не одного года. ✅ Подпишитесь на «Войну с фейками», чтобы не дать себя обмануть.",2024-01-06 07:56:28+00:00,GorInformburo/30791,GorInformburo,30791
406,Public,Операторы БПЛА 58-го отдельного батальона специального назначения 1-го АК (НМ ДНР) продолжают работу по пехоте противника. Видео: @nm_dnr Военный Осведомитель,2024-01-01 09:31:33+00:00,milinfolive/113605,milinfolive,113605
407,Public,"«Омсктрансмаш» отправил Минобороны партию модернизированных Т-80БВМ с усиленной динамической защитой и допмодулем защиты башни Наш завод отправил Минобороны очередную партию Т-80БВМ. На модернизированных восьмидесятках усилили динамическую защиту, что существенно повышает безопасность экипажа. Помимо этого, танки уходят с территории Омского завода транспортного машиностроения с дополнительным модулем защиты башни, который был впервые продемонстрирован в рамках форума «Армия-2023» @rosich_ru",2024-02-14 17:28:24+00:00,rosich_ru/56620,rosich_ru,56620
408,Public,"#авиация #МС21 🛫 К полётам самолётов МС-21-310 подготовятся на «Электронной птице» В ГосНИИАС создают новый полунатурный испытательный стенд интеграции, отработки и испытаний импортозамещённого комплекса бортового оборудования самолёта МС-21-310. В настоящее время идут работы по монтажу специального оборудования стенда. Осуществлять работы на новом стенде единовременно смогут более 10 специалистов: для этого предусмотрено 12 индивидуальных рабочих мест с доступом к блокам управления системами. Стенд будет обеспечивать научно-техническое сопровождение самолёта МС-21-310 на всём протяжении его жизненного цикла. Преимуществом этого борта будет являться, в первую очередь, высокая степень использования отечественных комплектующих, в частности, российских двигателей ПД-14.",2023-10-26 07:17:00+00:00,aerotetrahedron/1596,aerotetrahedron,1596
409,Public,➡️Методические рекомендации по защите ВАТ от FPV-дронов МО РФ - 2023г -------------------------------------------- #методическое_пособие #автомобильная_служба #БПЛА #дроны #РЭБ -------------------------------------------- 553,2023-11-21 16:32:05+00:00,VBiblioteka/706,VBiblioteka,706
410,Public,"Хорошая новость. Как и планировали, мы перезапускаем #народныйперевод На очереди свежие американские методички - полевые руководства (FM) по защите от БПЛА, тактике, информационным операциям и стрелковой подготовке. Работа идет!",2023-09-12 14:21:23+00:00,svo_institute/232,svo_institute,232
411,Public,⭐️⭐️⭐️Фрегат Черноморского флота нанес удар крылатыми ракетами комплекса «Калибр» по военной инфраструктуре ВСУ ⚪️⚪️⚪️⚪️⚪️⭐️👍👌✌,2023-11-29 14:23:58+00:00,olegsepar/100173,olegsepar,100173
412,Public,Динамика продвижения российских войск в районе Авдеевки с октября по декабрь 2023 года на картах американского Института изучения войны.,2023-12-10 19:06:45+00:00,ChDambiev/26926,ChDambiev,26926
413,Public,"🎥🇵🇸 Движение ХАМАС опубликовало высококачественный трейлер недавно представленной ракеты «М-90», которая, судя по всему, является модернизированной версией ракеты М-75, увеличенной до дальности действия 90 км. Видео подписано так: «Смотрите, как горит Тель-Авив... и Иерусалим будет освобожден». @Multi_XAM",2023-12-08 18:45:06+00:00,multi_XAM/1070,multi_XAM,1070
414,Public,⭐️⭐️⭐️Враг использовал БПЛА самолетного типа. Беспилотник сбит дежурными средствами ПВО. ⭐️МНОГО НЕЦЕНЗУРНОЙ ЛЕКСИКИ ⚪️⚪️⚪️⚪️⚪️⭐️👍👌✌,2023-11-19 21:19:51+00:00,olegsepar/97933,olegsepar,97933
415,Public,Российские военные смогли сбить украинский FPV - камикадзе огнём стрелкового оружия. #СВО @new_militarycolumnist,2024-02-04 12:03:59+00:00,new_militarycolumnist/127561,new_militarycolumnist,127561
416,Public,"🔥 А вот и сам момент сбития украинского Ми-8 в районе Работино сегодня (первое видео). Источник: @Zavas26. Из этого видео становится понятно, что вражеский вертолёт был сбит из ПЗРК. «Корнет» дымового шлейфа за собой не оставляет. В качестве бонуса прикладываем более качественные кадры объективного контроля (второе видео). Источник: @ZA_FROHT.",2024-02-13 16:26:28+00:00,voenacher/60807,voenacher,60807
417,Public,"Запорожье. В ходе разведки обнаружили: Вертолет, передвижение бронеавтомобиля, пикапы с личным составом. Передавали оперативно данные в КП. Корректировали огонь артиллерии по найденным целям. #КорпусИнструкторовБПЛА - Все для Победы!🔥",2023-09-24 07:47:48+00:00,bpla_instructors/226,bpla_instructors,226
418,Public,💵🇱🇻ПОЗОР НАТО! ТАНК ЛАТВИИ! РАСПИЛ БЮДЖЕТА Latvijas NBS Архив 66 от 22 февраля 2018 ™️Видео в ВК. ❕💳 Подписаться на Boosty - https://boosty.to/alconafter,2023-12-02 13:28:03+00:00,fyodorovkirill/507,fyodorovkirill,507
419,Public,"Китайский гиперзвуковой БПЛА превзошел американский истребитель F-22 Новый китайский гиперзвуковой беспилотник превосходит американский истребитель F-22 по аэродинамической эффективности. Об этом пишут ""Известия"" со ссылкой на газету South China Morning Post. «По оценке группы ученых из Пекина, новое поколение китайских гиперзвуковых беспилотных летательных аппаратов теперь может бросить вызов аэродинамическим характеристикам наиболее продвинутых истребителей вооруженных сил США», — говорится в материале. Согласно исследованию, новый китайский БПЛА продемонстрировал аэродинамическое качество 8,4 в дозвуковом режиме, что находится на уровне F-22. На скорости 1,5 Маха тот же показатель американского истребителя падает до 4, тогда как у китайского аппарата аэродинамическое качество остается выше 4 даже на скорости 6 Махов. При этом F-22 является единственным американским самолетом-невидимкой, который способен на длительный полет на сверхзвуковой скорости. aviaru.net/n268717",2024-03-13 13:36:36+00:00,aviaru_uav/2285,aviaru_uav,2285
420,Public,"👌 Видео со стороны противника. Прилет снаряда рядом с окопом ВСУ. Бригада ""Север-V"" | @Sever_Z #СВО #Противник",2023-12-26 13:50:45+00:00,Sever_Z/2600,Sever_Z,2600
421,Public,Новая партия истребителей Су-35С передана в строевые подразделения ВКС России. #Россия @new_militarycolumnist,2023-11-24 08:43:19+00:00,new_militarycolumnist/122623,new_militarycolumnist,122623
422,Public,"Отряд ""Бессмертный Сталинград"" в зоне проведения СВО. Донецкое направление 2022-2023г. Пригожин 2023 ✅ — Подписаться",2023-11-25 07:11:06+00:00,prigozhin_2023_tg/5043,prigozhin_2023_tg,5043
423,Public,"❗️Российская дальняя авиация в следующем году получит совершенно новые боевые самолеты, сообщил командующий Дальней авиацией Сергей Кобылаш У нас большой план по модернизации и получению новой авиационной техники на следующий год. Это будут совершенно новые самолеты, на новых принципах, с новыми аэродинамическими и боевыми качествами. Поэтому, надеюсь, что на следующем подведении итогов мы сможем доложить, что это за техника и каким образом она выполняет задачи уже в составе командования Дальней авиации",2023-12-19 15:06:50+00:00,SolovievLive/228653,SolovievLive,228653
424,Public,"🇷🇺 Владимир Путин поручил Минобороны до 15 января доложить о работе по постановке граждан РФ на воинский учет и снятии с него без личной явки в комиссариат. Кроме того президент утвердил следующие поручения по вопросам призыва граждан на военную службу: ▪️Осенний призыв в армию 2024 года пройдет с использованием государственной инфосистемы единого реестра повесток ▪️Сформировать подразделение, которое займется внедрением и сопровождением информационной системы воинского учета ▪️Предоставлять гражданам автоматизированный доступ к личному кабинету в реестре повесток ▪️Обеспечить возможность предоставления работодателями сведений для воинского учета с использованием информационной госсистемы ▪️Автоматически подтверждать право на предоставление отсрочки от призыва на военную службу ▪️Информировать граждан о применении для них временных мер, направленных на обеспечение явки по повестке Подписаться на канал",2023-12-21 08:45:00+00:00,warhistoryalconafter/138082,warhistoryalconafter,138082
425,Public,"Все обсуждают фото российского танка Т-62, модернизированного до Т-90М — тут и ДЗ «Реликт» на башне, и прицел «Сосна-У», а также другие блоки. Надгусеничные полки тоже модернизированы до уровня Т-72Б3М 22 года. Что это и зачем вкладывать столько ресурсов в Т-62? Мне кажется ответ простой — это муляж. Попытка замаскировать Т-62 под Т-72/Т-90 и тем самым обмануть ВСУ. Тех же прицелов «Сосна-У» не хватает даже для новых танков, куда их на Т-62? А вот собрать что-то из обломков уничтоженных танков (те же блоки ДЗ), приварить, покрасить и выдать за опасную новую машину — вполне в духе военной тактики. Есть, конечно, и еще один вариант — творчество отдельных ремонтников, которые так же взяли детали с убитого Т-90 и навесили на то, что было — просто потому что могут. В этом случае других таких танков мы не увидим. А вот если речь о маскировке, то тут как раз весь смысл в массовости.",2023-11-27 11:30:39+00:00,arrowsmap/2743,arrowsmap,2743
426,Public,"Знакомьтесь, ""Борщ"" Боец с мощным и патриотичным позывным рассказал о том, как в любую погоду подразделение занимается боевой подготовкой, отрабатывая как базовые элементы боя, так и более продвинутые упражнения. Подписывайтесь и будьте в курсе работы ВДВ",2023-12-30 08:18:01+00:00,russian_airborne/3256,russian_airborne,3256
427,Public,Российские снайперы работают по украинской пехоте с расстояния 1300 м. Вооружение - снайперские винтовки Steyr-Mannlicher SSG 08 и ORSIS T-5000M калибром .338LM. #СВО @new_militarycolumnist,2023-12-20 09:42:01+00:00,new_militarycolumnist/124537,new_militarycolumnist,124537
428,Public,"#Сплошное_надувательство ""Вести с обратной стороны"" Помимо макетов 105-мм гаубиц М101 и миномётов на Украине для ВСУ в качестве ложных целей изготавливают макеты 122-мм гаубиц Д-30 Артиллерия",2024-01-30 09:31:27+00:00,Belarus_VPO/56222,Belarus_VPO,56222
429,Public,"#отчет_от_бойцов Наши парни соединили отчет о полученном оборудовании и поздравление с днем инженерных войск. «Братцы, вам успехов в нашем нелегком труде. Военный инженер - это мужество и выдержка. Военный инженер - это юмор и смекалка. Военный инженер - это храбрость и отвага!!!» 🤝 - Без нас никто!!! Братья, мы с вами!!! Своих не бросаем!!! Победа будет за нами💪 Инженеры ЧФ 🇷🇺 ⚓️- подпишись",2024-01-21 10:02:00+00:00,inzheneryChMFlot/20739,inzheneryChMFlot,20739
430,Public,"Врата на связи А вот ещё один наш маленький трофей: Зброяр Z-15 или UAR-15 - украинская полуавтоматическая самозарядная винтовка. Разработана в 2011 году компанией ООО ""Зброяр"", которая производится на киевском заводе ""Маяк"" по лицензии американской винтовки AR-15. Калибр 5.56мм. Коробчатый магазин на 10 или 30 патронов. Винтовку изготавливают на Украине с местных и американских комплектующих. Кроме того, ствол и ударно-спусковой механизм, от которых непосредственно зависит кучность стрельбы, изготовлены в США компанией ""Daniel Defense"" ПОДПИСАТЬСЯ",2024-01-23 10:37:54+00:00,boris_rozhin_n/9828,boris_rozhin_n,9828
431,Public,"Полное видео рейда военкомов на оздоровительный комплекс ""Косино"" в Закарпатской области. Детальнее о том, как он проходил, мы уже писали здесь. Сайт «Страна» | YouTube | Прислать новость/фото/видео | Реклама на канале",2023-12-09 08:24:15+00:00,stranaua/134740,stranaua,134740
432,Public,Дайте всем пиз#ы. Пожелания нашим военным от детей начальных классов одной из школ 😎 @russia_crew,2023-11-13 12:12:23+00:00,crewruss1a/15737,crewruss1a,15737
433,Public,"Российские вооруженные силы обрели «колоссальный боевой опыт, выросла, прошла закалку целая плеяда талантливых командиров», сказал Путин. «Мы видим, где у нас есть проблемы, понимаем, что нужно делать. И такая работа ведется непрерывно», — заявил он.",2024-02-29 09:26:21+00:00,rbc_news/89693,rbc_news,89693
434,Public,"✈️Отечественные «сухие» опаздывают — проблема оптимистичных прогнозов от чиновников Поставка «Аэрофлоту» первых импортозамещенных SSJ-100 перенесена на следующий год, сообщают российские СМИ. Изначально два самолета с отечественным двигателем ПД-8 должны были передать уже в 2023. Глава ОАК Юрий Слюсарь подтвердил информацию о переносе. По его словам, эти два лайнера просто войдут в программу на 2024 — всего в следующем году российским перевозчикам планируется передать 22 самолета SSJ-100. «Здесь не может быть компромиссов, если в ходе работы мы видим, что требуются дополнительные испытания или доработка каких-то узлов, все это делается», — заявили в Ростехе. Никаких проблем у «Аэрофлота», по мнению госкорпорации, не будет. Если речь идет только о двух самолетах, то наверняка так и есть. Переносы сроков «вправо» тоже вполне ожидаемы, о чем мы не раз писали. И тут вопросы скорее не к инженерам и конструкторам, а к болеющим отчетократией чиновникам, которые делают такие прогнозы. Оптимистичные ожидания никак не помогают делу, а только мешают адекватно планировать. Причем и государству, и бизнесу. «Аэрофлот» без двух самолетов не умрет, но эта проблема, к сожалению, куда шире.",2023-11-13 13:03:01+00:00,suverenka/5466,suverenka,5466
435,Public,"Внимание! В тг каналы попала дезинформация от противника! Враг целенаправленно вводит в заблуждение (психологическая операция ЦИПСО) русскоязычных пользователей телеграмм, ЗАНИЖАЯ характеристики Российских образцов вооружений. Переводчик: translate.yandex.ru *Вооруженные силы Российской Федерации обеспечены всем необходимым для успешного проведения специальной военной операции и достижения поставленных Верховным Главнокомандующим целей.🇷🇺🇷🇺🇷🇺",2023-12-17 09:10:07+00:00,mvmexpertik/162,mvmexpertik,162
436,Public,"▶️ Новосибирский авиазавод им. В. П. Чкалова (в составе Объединенной авиастроительной корпорации входит в госкорпорацию ""Ростех"") передал Минобороны России очередную партию бомбардировщиков Су-34 и приступил к выполнению гособоронзаказа следующего года, объемы которого значительно увеличатся. Об этом сообщили в Ростехе. Видео: Официальный Telegram-канал ПАО ""ОАК""",2023-11-22 05:15:50+00:00,tass_agency/219681,tass_agency,219681
437,Public,"Кадры боевой работы иксоводов 22 обр СпН по уничтожению станции радиоэлектронной разведки ВСУ ""Пластун"" на Запорожское направление ZA_FROHT",2024-03-03 18:39:44+00:00,ZA_FROHT/27069,ZA_FROHT,27069
438,Public,"""Скальпель"" - напарник ""Ланцета"". О новом российском барражирующкм боеприпасе в репортаже КП. #СВО @new_militarycolumnist",2023-12-12 04:03:01+00:00,new_militarycolumnist/123887,new_militarycolumnist,123887
439,Public,"Украина-антиРоссия. Юрий Михайлович Апухтин В лживой пропаганде пытаются извратить причину начала СВО, преподнося это как стремление России оккупировать и уничтожить Украину и украинскую нацию. Русских называют только «оккупантами», при этом сознательно замалчивая, что целью СВО была защита Россию от наглеющего Запада, подошедшего вплотную к российским границам и создавшего на территории Украины свой плацдарм для ликвидации и расчленения своего геополитического противника.",2024-02-17 11:01:02+00:00,Mikle1On/22765,Mikle1On,22765
440,Public,"Как не бегай от русской культуры, а она тебя все равно догонит. Гораздо надежнее любых военкомов. ПЛЫВИТЕ, ИХТИАНДРЫ ХУЕВЫ. https://t.me/rt_russian/177036",2023-10-23 15:48:45+00:00,kononenkome/39698,kononenkome,39698
441,Public,"Армия–не просто доброе слово,а очень быстрое дело.Эрик Принс.А если серьезно,его ""крылатые выражения про тупость армейской системы и управленческий кризис всколыхнули военный сегмент интернета. Каждый узрел нечто свое и решил,что «у них оказывается те же проблемы, что у нас». Проблемы,может, и схожие,но есть момент. Принс–из ЦРУ,а цыганское разведуправление с Пентагоном, десятками пр. siloviks, лоббистами от ВПК часто спорят за бюджет и влияние.Эта пестрая кодла иногда пополняется экс-генералами/чиновниками с мозгами,связями и родословной (желательно из универов условной ""Лиги Плюща"" и проч. кузниц кадров элитной элиты,так сказать,их аналога наших ВШЭ-МГУ). Потому пресс-релиз Принса,где он щелкает по носу ""сапогов"",хоть и ничего нового не демонстрирует,но зато именно сейчас зачем-то акцентирует на этом всеобщее внимание. Зачем? ХЗ.Но явно не просто так.Человек он многогранный:как Ник Грек из ""Карты,деньги,2 ствола"": занят тем,что суёт все 20 жирных пальчиков во всё что найдётся погрязнее в этом мире"".",2024-01-31 14:16:24+00:00,specnaz_com/7283,specnaz_com,7283
442,Public,"Товарищи военнослужащие инженерных войск ! Спасибо за то что вы выполняете свои боевые задачи, часто не благодаря, а вопреки, с огромной жертвенностью и черным юмором. Прошедший год показал что без нас никто! Контрнаступ с леопардами и другой западной техникой остановлен во многом благодаря долгой и жертвенной работе инженерных войск и хоть не все получили заслуженные награды, мы воюем не за них. Надеюсь в верхах заметили и решат многие недостатки и недоработки. И этот год не будет лёгким, предстоит оснастить войска новой техникой, обучить личный состав и перехватить инициативу у противника. Поздравляю с 323 годовщиной основания инженерных войск России!",2024-01-20 21:18:24+00:00,bomber_harris_did_nothing_wrong/826,bomber_harris_did_nothing_wrong,826
443,Public,"Зарубежные породистые издания запустили новость о передаче поросятам уже сегодня ракет GLSDB (Ground Launched Small Diameter Bomb). Причем назвали их пафосно - ""новейшие дальнобойные ракеты"". Пафос здесь вещь необходимая, потому что иначе пришлось бы сказать прямо - Киеву отправляют не проверенные толком боеприпасы. И вряд ли много - не было массового производства GLSDB для наземных систем, экспериментальные они. Посмотрите как ловко Politico обходит этот поворот: ""На вооружении американских войск уже есть вариант этого боеприпаса, который запускается с воздуха. Однако разновидность наземного базирования, которую получит Киев, пока в вооруженные силы не поставлена"". Экспериментальную вундервафлю протестировали в январе где-то над Мексиканским заливом на авиабазе «Эглин» во Флориде, а в полевых условиях испытают руками украинцев, их не жалко, если что. Может ли как-то изменить ситуацию на фронте новая поставка? Да я вас умоляю! Расклад сил мог бы поменять высадившийся внезапно космический десант из системы Тау Кита. И то не факт. Чем ответим мы на очередную наглость пока еще Соединенных Штатов? Вариантов немало, среди них нет только одного - прощения. Шахматная геополитическая партия в самом разгаре и с нашей стороны играет лучший стратег мира. Кстати говоря, переможная радость по поводу GLSDB уже была в 2022 году. И канал ""Позывной Кацман"" разбирал возможности боеприпаса более чем подробно тут. .",2024-01-31 07:54:59+00:00,red_politota/7387,red_politota,7387
444,Public,"Противник безусловно намеренно сбил наш военно-транспортный самолет с украинскими военнопленными. Чтобы подтащить систему ПВО американского производства к точке откуда это технически возможно - нужно провести затейливую операцию. Более того, предполагаю, что уничтожение собственных пленных было устроено при участии западных военных специалистов, так как они отслеживают перемещения ЗРК Пэтриот. Это обычная практика для подобных систем ПВО. Единственная причина для подобных действий - активное противостояния группировок западных кураторов киевского режима, которая безусловно отражается и на подконтрольных главарей. В рамках матча Зеленский - Залужный. Засадные действия расчетов ПВО противник устраивает не впервые, но впервые цель этих действий не военная, а внутриполитическая. Нашим воинам, которые погибли в ходе атаки ВСУ вечная Память и небесное царство. 65 украинских военнопленных могли бы жить, но киевский режим - это свора недоговороспособных людоедов. Думаю, что засадные действия расчетов ПВО противника сейчас разбирают под микроскопом специалисты, чтобы нейтрализовать подобные угрозы. Мы воюем. @epoddubny",2024-01-24 10:46:21+00:00,epoddubny/18910,epoddubny,18910
445,Public,🇺🇦Укровоин демонстрирует подбитую БМП-2 и танк Т-64 в результате точечного удара ВС РФ💥 #ВСУ #БМП #Украина #Т64,2023-11-04 11:28:01+00:00,Ukr_G_M/28165,Ukr_G_M,28165
446,Public,"Как комплекс артразведки “Пенициллин” вскрывает позиции артиллерии ВСУ В Минобороны рассказали и показали, как с помощью современного комплекса артиллерийской разведки “Пенициллин” вскрывают в зоне спецоперации позиции артиллерии ВСУ. Уточняется, что артиллерийские разведчики работают на Купянском направлении. “Боевая работа звукометрического комплекса заключается в анализе приходящих на специальные выносные звукоулавливающие устройства звуковых волн от выстрелов различных артиллерийских и минометных орудий противника. Благодаря высокой чувствительности датчиков боевая машина способна засечь звук выстрела артиллерийского орудия на расстоянии до 50 километров”, – рассказали в военном ведомстве. И добавили, что пассивность комплекса в радиоизлучении снижает вероятность его обнаружения радиотехническими средствами противника. Подробнее читайте на belvpo.com БелВПО / ЧАТ",2024-02-04 15:10:34+00:00,Belarus_VPO/56436,Belarus_VPO,56436
447,Public,⚡️Кадры работы легкой многоцелевой управляемой ракеты по уничтожению пункта временной дислокации ВСУ на Запорожском направлении ИЗНАНКА ★ Наш Чат ★ Прислать новость,2024-03-05 08:03:00+00:00,The_Wrong_Side/14876,The_Wrong_Side,14876
448,Public,"«Без нас – никто!» – так звучит девиз инженерных войск – настоящих профессионалов своего дела, без которых не обходится ни один военных конфликт. Военные инженеры, находясь авангарде Вооруженных Сил России, изо дня в день решают сложнейшие боевые задачи, проявляют профессионализм, мужество, стойкость и преданность своему делу, своей стране. Сегодня – ваш день. С праздником, мужики! Пригласить друга 👉 Вежливые люди",2024-01-22 05:25:23+00:00,zov_sk/4752,zov_sk,4752
